"locationID_A","EOCode_A","group_A","locationID_B","EOCode_B","group_B","distance_m","connected_500m","same_EO","same_group","link_type"
2,"EO76",2,16,"EO18",13,38979.4,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,25,"EO24",19,39315.2,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,21,"EO25",15,39318.4,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,20,"EO25",14,39789.5,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,23,"EO24",17,39900.9,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,24,"EO24",18,40147.3,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,22,"EO24",16,40165.8,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,19,"EO18",13,41178.9,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,15,"EO18",13,41319.6,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,18,"EO18",13,41552.6,FALSE,FALSE,FALSE,"not connected"
13,"EO30",12,22,"EO24",16,41621.5,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,17,"EO18",13,41771.4,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,16,"EO18",13,41840.3,FALSE,FALSE,FALSE,"not connected"
1,"EO38",1,26,"EO70",20,42200.4,FALSE,FALSE,FALSE,"not connected"
13,"EO30",12,23,"EO24",17,42303.1,FALSE,FALSE,FALSE,"not connected"
13,"EO30",12,24,"EO24",18,42747,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,21,"EO25",15,42802,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,20,"EO25",14,43071.1,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,40,"EO72",32,43102.4,FALSE,FALSE,FALSE,"not connected"
8,"EO29",8,37,"EO27",29,43142.1,FALSE,FALSE,FALSE,"not connected"
13,"EO30",12,25,"EO24",19,43377.6,FALSE,FALSE,FALSE,"not connected"
8,"EO29",8,12,"EO27",11,43516,FALSE,FALSE,FALSE,"not connected"
8,"EO29",8,11,"EO27",11,43955.7,FALSE,FALSE,FALSE,"not connected"
2,"EO76",2,40,"EO72",32,44483.3,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,19,"EO18",13,44656.6,FALSE,FALSE,FALSE,"not connected"
1,"EO38",1,5,"EO68",5,44693.6,FALSE,FALSE,FALSE,"not connected"
1,"EO38",1,10,"EO27",10,44746.2,FALSE,FALSE,FALSE,"not connected"
13,"EO30",12,38,"EO61",30,44877.3,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,39,"EO67",31,44887.8,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,15,"EO18",13,44900.4,FALSE,FALSE,FALSE,"not connected"
13,"EO30",12,16,"EO18",13,44914.2,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,18,"EO18",13,44920,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,17,"EO18",13,45318.8,FALSE,FALSE,FALSE,"not connected"
13,"EO30",12,15,"EO18",13,45339.4,FALSE,FALSE,FALSE,"not connected"
13,"EO30",12,17,"EO18",13,45393.6,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,16,"EO18",13,45521.9,FALSE,FALSE,FALSE,"not connected"
2,"EO76",2,39,"EO67",31,45727.5,FALSE,FALSE,FALSE,"not connected"
13,"EO30",12,19,"EO18",13,45732.8,FALSE,FALSE,FALSE,"not connected"
13,"EO30",12,21,"EO25",15,45887.2,FALSE,FALSE,FALSE,"not connected"
13,"EO30",12,18,"EO18",13,46152,FALSE,FALSE,FALSE,"not connected"
1,"EO38",1,9,"EO27",9,46237.7,FALSE,FALSE,FALSE,"not connected"
13,"EO30",12,20,"EO25",14,46640.5,FALSE,FALSE,FALSE,"not connected"
1,"EO38",1,37,"EO27",29,47597.2,FALSE,FALSE,FALSE,"not connected"
1,"EO38",1,11,"EO27",11,47912.4,FALSE,FALSE,FALSE,"not connected"
1,"EO38",1,12,"EO27",11,47943.5,FALSE,FALSE,FALSE,"not connected"
8,"EO29",8,9,"EO27",9,48207.5,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,10,"EO27",10,50526,FALSE,FALSE,FALSE,"not connected"
8,"EO29",8,10,"EO27",10,50722.8,FALSE,FALSE,FALSE,"not connected"
2,"EO76",2,10,"EO27",10,50804.1,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,40,"EO72",32,51709.3,FALSE,FALSE,FALSE,"not connected"
8,"EO29",8,40,"EO72",32,51856.4,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,9,"EO27",9,52135.3,FALSE,FALSE,FALSE,"not connected"
8,"EO29",8,39,"EO67",31,52256.4,FALSE,FALSE,FALSE,"not connected"
13,"EO30",12,29,"EO08",23,52295.1,FALSE,FALSE,FALSE,"not connected"
1,"EO38",1,13,"EO30",12,52379.9,FALSE,FALSE,FALSE,"not connected"
2,"EO76",2,9,"EO27",9,52678.8,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,39,"EO67",31,52971.3,FALSE,FALSE,FALSE,"not connected"
37,"EO27",29,38,"EO61",30,53269.3,FALSE,FALSE,FALSE,"not connected"
12,"EO27",11,38,"EO61",30,53434.1,FALSE,FALSE,FALSE,"not connected"
13,"EO30",12,28,"EO08",22,53570.8,FALSE,FALSE,FALSE,"not connected"
11,"EO27",11,38,"EO61",30,53711.1,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,37,"EO27",29,53726.7,FALSE,FALSE,FALSE,"not connected"
13,"EO30",12,27,"EO08",21,53953.3,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,11,"EO27",11,53971.9,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,12,"EO27",11,54023.4,FALSE,FALSE,FALSE,"not connected"
2,"EO76",2,37,"EO27",29,54896.1,FALSE,FALSE,FALSE,"not connected"
2,"EO76",2,11,"EO27",11,54929.4,FALSE,FALSE,FALSE,"not connected"
2,"EO76",2,12,"EO27",11,55039.4,FALSE,FALSE,FALSE,"not connected"
13,"EO30",12,36,"EO26",28,55290.2,FALSE,FALSE,FALSE,"not connected"
13,"EO30",12,34,"EO26",26,55564.8,FALSE,FALSE,FALSE,"not connected"
13,"EO30",12,33,"EO26",26,55949.6,FALSE,FALSE,FALSE,"not connected"
13,"EO30",12,32,"EO26",25,56574.5,FALSE,FALSE,FALSE,"not connected"
25,"EO24",19,26,"EO70",20,56588.3,FALSE,FALSE,FALSE,"not connected"
13,"EO30",12,31,"EO26",25,57058.1,FALSE,FALSE,FALSE,"not connected"
6,"EO32",6,26,"EO70",20,57120.7,FALSE,FALSE,FALSE,"not connected"
23,"EO24",17,26,"EO70",20,57488.7,FALSE,FALSE,FALSE,"not connected"
24,"EO24",18,26,"EO70",20,57491.2,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,25,"EO24",19,57705.9,FALSE,FALSE,FALSE,"not connected"
13,"EO30",12,30,"EO26",24,57783.4,FALSE,FALSE,FALSE,"not connected"
9,"EO27",9,38,"EO61",30,57821.3,FALSE,FALSE,FALSE,"not connected"
22,"EO24",16,26,"EO70",20,57974.1,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,10,"EO27",10,58041.6,FALSE,FALSE,FALSE,"not connected"
20,"EO25",14,26,"EO70",20,58177.1,FALSE,FALSE,FALSE,"not connected"
21,"EO25",15,26,"EO70",20,58319.8,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,24,"EO24",18,58607.5,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,23,"EO24",17,58635.8,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,13,"EO30",12,58782.4,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,6,"EO32",6,58878,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,20,"EO25",14,59006,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,22,"EO24",16,59144,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,21,"EO25",15,59198.2,FALSE,FALSE,FALSE,"not connected"
7,"EO48",7,26,"EO70",20,59351.4,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,9,"EO27",9,59920.5,FALSE,FALSE,FALSE,"not connected"
19,"EO18",13,26,"EO70",20,59921.6,FALSE,FALSE,FALSE,"not connected"
18,"EO18",13,26,"EO70",20,59955.4,FALSE,FALSE,FALSE,"not connected"
13,"EO30",12,35,"EO26",27,59977.5,FALSE,FALSE,FALSE,"not connected"
10,"EO27",10,38,"EO61",30,60277.4,FALSE,FALSE,FALSE,"not connected"
15,"EO18",13,26,"EO70",20,60309.7,FALSE,FALSE,FALSE,"not connected"
17,"EO18",13,26,"EO70",20,60614.8,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,19,"EO18",13,60750.2,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,18,"EO18",13,60755.1,FALSE,FALSE,FALSE,"not connected"
16,"EO18",13,26,"EO70",20,61026.3,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,7,"EO48",7,61058,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,15,"EO18",13,61151.9,FALSE,FALSE,FALSE,"not connected"
2,"EO76",2,13,"EO30",12,61409.5,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,17,"EO18",13,61439.5,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,16,"EO18",13,61872.5,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,37,"EO27",29,62137.4,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,11,"EO27",11,62173.4,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,12,"EO27",11,62283.4,FALSE,FALSE,FALSE,"not connected"
38,"EO61",30,39,"EO67",31,62696.5,FALSE,FALSE,FALSE,"not connected"
38,"EO61",30,40,"EO72",32,62769.7,FALSE,FALSE,FALSE,"not connected"
29,"EO08",23,37,"EO27",29,62859,FALSE,FALSE,FALSE,"not connected"
12,"EO27",11,29,"EO08",23,63236.5,FALSE,FALSE,FALSE,"not connected"
11,"EO27",11,29,"EO08",23,63671.3,FALSE,FALSE,FALSE,"not connected"
28,"EO08",22,37,"EO27",29,63875.8,FALSE,FALSE,FALSE,"not connected"
27,"EO08",21,37,"EO27",29,64147.4,FALSE,FALSE,FALSE,"not connected"
12,"EO27",11,28,"EO08",22,64221.2,FALSE,FALSE,FALSE,"not connected"
12,"EO27",11,27,"EO08",21,64479.5,FALSE,FALSE,FALSE,"not connected"
11,"EO27",11,28,"EO08",22,64631.6,FALSE,FALSE,FALSE,"not connected"
11,"EO27",11,27,"EO08",21,64879.9,FALSE,FALSE,FALSE,"not connected"
36,"EO26",28,37,"EO27",29,65855.6,FALSE,FALSE,FALSE,"not connected"
34,"EO26",26,37,"EO27",29,65980.5,FALSE,FALSE,FALSE,"not connected"
12,"EO27",11,36,"EO26",28,66227.7,FALSE,FALSE,FALSE,"not connected"
12,"EO27",11,34,"EO26",26,66334.9,FALSE,FALSE,FALSE,"not connected"
33,"EO26",26,37,"EO27",29,66415,FALSE,FALSE,FALSE,"not connected"
11,"EO27",11,36,"EO26",28,66657.6,FALSE,FALSE,FALSE,"not connected"
11,"EO27",11,34,"EO26",26,66751.4,FALSE,FALSE,FALSE,"not connected"
12,"EO27",11,33,"EO26",26,66774.4,FALSE,FALSE,FALSE,"not connected"
32,"EO26",25,37,"EO27",29,67027.5,FALSE,FALSE,FALSE,"not connected"
7,"EO48",7,8,"EO29",8,67089.1,FALSE,FALSE,FALSE,"not connected"
11,"EO27",11,33,"EO26",26,67194.6,FALSE,FALSE,FALSE,"not connected"
12,"EO27",11,32,"EO26",25,67384.3,FALSE,FALSE,FALSE,"not connected"
31,"EO26",25,37,"EO27",29,67547.6,FALSE,FALSE,FALSE,"not connected"
11,"EO27",11,32,"EO26",25,67802.4,FALSE,FALSE,FALSE,"not connected"
12,"EO27",11,31,"EO26",25,67907.8,FALSE,FALSE,FALSE,"not connected"
9,"EO27",9,29,"EO08",23,67917.3,FALSE,FALSE,FALSE,"not connected"
6,"EO32",6,8,"EO29",8,68054,FALSE,FALSE,FALSE,"not connected"
30,"EO26",24,37,"EO27",29,68308.7,FALSE,FALSE,FALSE,"not connected"
11,"EO27",11,31,"EO26",25,68328.4,FALSE,FALSE,FALSE,"not connected"
4,"EO118",4,13,"EO30",12,68438.7,FALSE,FALSE,FALSE,"not connected"
12,"EO27",11,30,"EO26",24,68671.9,FALSE,FALSE,FALSE,"not connected"
9,"EO27",9,28,"EO08",22,68862.1,FALSE,FALSE,FALSE,"not connected"
11,"EO27",11,30,"EO26",24,69094.4,FALSE,FALSE,FALSE,"not connected"
9,"EO27",9,27,"EO08",21,69103.2,FALSE,FALSE,FALSE,"not connected"
10,"EO27",10,29,"EO08",23,70430.2,FALSE,FALSE,FALSE,"not connected"
35,"EO26",27,37,"EO27",29,70519.9,FALSE,FALSE,FALSE,"not connected"
12,"EO27",11,35,"EO26",27,70881.5,FALSE,FALSE,FALSE,"not connected"
9,"EO27",9,36,"EO26",28,70900.4,FALSE,FALSE,FALSE,"not connected"
9,"EO27",9,34,"EO26",26,70985.7,FALSE,FALSE,FALSE,"not connected"
11,"EO27",11,35,"EO26",27,71302.5,FALSE,FALSE,FALSE,"not connected"
10,"EO27",10,28,"EO08",22,71368.9,FALSE,FALSE,FALSE,"not connected"
29,"EO08",23,40,"EO72",32,71391.8,FALSE,FALSE,FALSE,"not connected"
9,"EO27",9,33,"EO26",26,71431.3,FALSE,FALSE,FALSE,"not connected"
10,"EO27",10,27,"EO08",21,71607.2,FALSE,FALSE,FALSE,"not connected"
29,"EO08",23,39,"EO67",31,71926.1,FALSE,FALSE,FALSE,"not connected"
9,"EO27",9,32,"EO26",25,72037.7,FALSE,FALSE,FALSE,"not connected"
28,"EO08",22,40,"EO72",32,72558.6,FALSE,FALSE,FALSE,"not connected"
9,"EO27",9,31,"EO26",25,72565.2,FALSE,FALSE,FALSE,"not connected"
8,"EO29",8,22,"EO24",16,72639.7,FALSE,FALSE,FALSE,"not connected"
27,"EO08",21,40,"EO72",32,72891.7,FALSE,FALSE,FALSE,"not connected"
28,"EO08",22,39,"EO67",31,73010,FALSE,FALSE,FALSE,"not connected"
8,"EO29",8,23,"EO24",17,73303.3,FALSE,FALSE,FALSE,"not connected"
27,"EO08",21,39,"EO67",31,73308.1,FALSE,FALSE,FALSE,"not connected"
9,"EO27",9,30,"EO26",24,73332.5,FALSE,FALSE,FALSE,"not connected"
10,"EO27",10,36,"EO26",28,73412,FALSE,FALSE,FALSE,"not connected"
10,"EO27",10,34,"EO26",26,73494,FALSE,FALSE,FALSE,"not connected"
8,"EO29",8,24,"EO24",18,73636.4,FALSE,FALSE,FALSE,"not connected"
10,"EO27",10,33,"EO26",26,73940.5,FALSE,FALSE,FALSE,"not connected"
8,"EO29",8,16,"EO18",13,74094.2,FALSE,FALSE,FALSE,"not connected"
8,"EO29",8,25,"EO24",19,74394.4,FALSE,FALSE,FALSE,"not connected"
36,"EO26",28,40,"EO72",32,74398.1,FALSE,FALSE,FALSE,"not connected"
26,"EO70",20,40,"EO72",32,74490.7,FALSE,FALSE,FALSE,"not connected"
10,"EO27",10,32,"EO26",25,74546.4,FALSE,FALSE,FALSE,"not connected"
34,"EO26",26,40,"EO72",32,74609.3,FALSE,FALSE,FALSE,"not connected"
8,"EO29",8,17,"EO18",13,74650.5,FALSE,FALSE,FALSE,"not connected"
8,"EO29",8,15,"EO18",13,74737.8,FALSE,FALSE,FALSE,"not connected"
26,"EO70",20,39,"EO67",31,74927.1,FALSE,FALSE,FALSE,"not connected"
36,"EO26",28,39,"EO67",31,74930.6,FALSE,FALSE,FALSE,"not connected"
33,"EO26",26,40,"EO72",32,75017,FALSE,FALSE,FALSE,"not connected"
10,"EO27",10,31,"EO26",25,75074.4,FALSE,FALSE,FALSE,"not connected"
34,"EO26",26,39,"EO67",31,75093.7,FALSE,FALSE,FALSE,"not connected"
8,"EO29",8,19,"EO18",13,75155.9,FALSE,FALSE,FALSE,"not connected"
8,"EO29",8,18,"EO18",13,75352.5,FALSE,FALSE,FALSE,"not connected"
33,"EO26",26,39,"EO67",31,75517,FALSE,FALSE,FALSE,"not connected"
9,"EO27",9,35,"EO26",27,75539.2,FALSE,FALSE,FALSE,"not connected"
32,"EO26",25,40,"EO72",32,75638.6,FALSE,FALSE,FALSE,"not connected"
8,"EO29",8,21,"EO25",15,75810.4,FALSE,FALSE,FALSE,"not connected"
10,"EO27",10,30,"EO26",24,75842.2,FALSE,FALSE,FALSE,"not connected"
32,"EO26",25,39,"EO67",31,76134.1,FALSE,FALSE,FALSE,"not connected"
31,"EO26",25,40,"EO72",32,76139.5,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,40,"EO72",32,76262.5,FALSE,FALSE,FALSE,"not connected"
8,"EO29",8,20,"EO25",14,76427.9,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,39,"EO67",31,76560.8,FALSE,FALSE,FALSE,"not connected"
31,"EO26",25,39,"EO67",31,76646.3,FALSE,FALSE,FALSE,"not connected"
30,"EO26",24,40,"EO72",32,76882.4,FALSE,FALSE,FALSE,"not connected"
30,"EO26",24,39,"EO67",31,77400.2,FALSE,FALSE,FALSE,"not connected"
7,"EO48",7,38,"EO61",30,77997.8,FALSE,FALSE,FALSE,"not connected"
10,"EO27",10,35,"EO26",27,78048.3,FALSE,FALSE,FALSE,"not connected"
10,"EO27",10,26,"EO70",20,78907.2,FALSE,FALSE,FALSE,"not connected"
35,"EO26",27,40,"EO72",32,79090.2,FALSE,FALSE,FALSE,"not connected"
6,"EO32",6,38,"EO61",30,79140.6,FALSE,FALSE,FALSE,"not connected"
35,"EO26",27,39,"EO67",31,79612.2,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,10,"EO27",10,80353.2,FALSE,FALSE,FALSE,"not connected"
9,"EO27",9,26,"EO70",20,81146.9,FALSE,FALSE,FALSE,"not connected"
22,"EO24",16,38,"EO61",30,82521.9,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,9,"EO27",9,82635.5,FALSE,FALSE,FALSE,"not connected"
23,"EO24",17,38,"EO61",30,83166.3,FALSE,FALSE,FALSE,"not connected"
16,"EO18",13,38,"EO61",30,83169.3,FALSE,FALSE,FALSE,"not connected"
24,"EO24",18,38,"EO61",30,83443.6,FALSE,FALSE,FALSE,"not connected"
17,"EO18",13,38,"EO61",30,83743.2,FALSE,FALSE,FALSE,"not connected"
15,"EO18",13,38,"EO61",30,83889.5,FALSE,FALSE,FALSE,"not connected"
11,"EO27",11,26,"EO70",20,84005.4,FALSE,FALSE,FALSE,"not connected"
12,"EO27",11,26,"EO70",20,84207.1,FALSE,FALSE,FALSE,"not connected"
25,"EO24",19,38,"EO61",30,84247.2,FALSE,FALSE,FALSE,"not connected"
19,"EO18",13,38,"EO61",30,84307.7,FALSE,FALSE,FALSE,"not connected"
26,"EO70",20,37,"EO27",29,84309,FALSE,FALSE,FALSE,"not connected"
18,"EO18",13,38,"EO61",30,84410.7,FALSE,FALSE,FALSE,"not connected"
21,"EO25",15,38,"EO61",30,85158.1,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,11,"EO27",11,85583.8,FALSE,FALSE,FALSE,"not connected"
1,"EO38",1,8,"EO29",8,85612,FALSE,FALSE,FALSE,"not connected"
20,"EO25",14,38,"EO61",30,85706.4,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,12,"EO27",11,85800.1,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,37,"EO27",29,85942.9,FALSE,FALSE,FALSE,"not connected"
7,"EO48",7,29,"EO08",23,86581.6,FALSE,FALSE,FALSE,"not connected"
6,"EO32",6,29,"EO08",23,87455.3,FALSE,FALSE,FALSE,"not connected"
7,"EO48",7,28,"EO08",22,87770.7,FALSE,FALSE,FALSE,"not connected"
7,"EO48",7,27,"EO08",21,88111.7,FALSE,FALSE,FALSE,"not connected"
6,"EO32",6,28,"EO08",22,88679.9,FALSE,FALSE,FALSE,"not connected"
6,"EO32",6,27,"EO08",21,89035.9,FALSE,FALSE,FALSE,"not connected"
7,"EO48",7,36,"EO26",28,89586.6,FALSE,FALSE,FALSE,"not connected"
7,"EO48",7,34,"EO26",26,89811.8,FALSE,FALSE,FALSE,"not connected"
7,"EO48",7,33,"EO26",26,90215,FALSE,FALSE,FALSE,"not connected"
6,"EO32",6,36,"EO26",28,90456.9,FALSE,FALSE,FALSE,"not connected"
6,"EO32",6,34,"EO26",26,90703.6,FALSE,FALSE,FALSE,"not connected"
7,"EO48",7,32,"EO26",25,90837.5,FALSE,FALSE,FALSE,"not connected"
6,"EO32",6,33,"EO26",26,91099.2,FALSE,FALSE,FALSE,"not connected"
7,"EO48",7,31,"EO26",25,91334.9,FALSE,FALSE,FALSE,"not connected"
6,"EO32",6,32,"EO26",25,91723,FALSE,FALSE,FALSE,"not connected"
3,"EO52",3,8,"EO29",8,92016.6,FALSE,FALSE,FALSE,"not connected"
7,"EO48",7,30,"EO26",24,92074,FALSE,FALSE,FALSE,"not connected"
6,"EO32",6,31,"EO26",25,92214.6,FALSE,FALSE,FALSE,"not connected"
22,"EO24",16,29,"EO08",23,92356.5,FALSE,FALSE,FALSE,"not connected"
13,"EO30",12,26,"EO70",20,92522.8,FALSE,FALSE,FALSE,"not connected"
6,"EO32",6,30,"EO26",24,92947.9,FALSE,FALSE,FALSE,"not connected"
23,"EO24",17,29,"EO08",23,93020.8,FALSE,FALSE,FALSE,"not connected"
24,"EO24",18,29,"EO08",23,93355.7,FALSE,FALSE,FALSE,"not connected"
22,"EO24",16,28,"EO08",22,93369.3,FALSE,FALSE,FALSE,"not connected"
22,"EO24",16,27,"EO08",21,93635.7,FALSE,FALSE,FALSE,"not connected"
16,"EO18",13,29,"EO08",23,93766.2,FALSE,FALSE,FALSE,"not connected"
23,"EO24",17,28,"EO08",22,94031,FALSE,FALSE,FALSE,"not connected"
25,"EO24",19,29,"EO08",23,94112.1,FALSE,FALSE,FALSE,"not connected"
7,"EO48",7,35,"EO26",27,94279.4,FALSE,FALSE,FALSE,"not connected"
23,"EO24",17,27,"EO08",21,94296.1,FALSE,FALSE,FALSE,"not connected"
17,"EO18",13,29,"EO08",23,94325.5,FALSE,FALSE,FALSE,"not connected"
24,"EO24",18,28,"EO08",22,94356.9,FALSE,FALSE,FALSE,"not connected"
15,"EO18",13,29,"EO08",23,94421,FALSE,FALSE,FALSE,"not connected"
5,"EO68",5,13,"EO30",12,94494.7,FALSE,FALSE,FALSE,"not connected"
24,"EO24",18,27,"EO08",21,94618.2,FALSE,FALSE,FALSE,"not connected"
16,"EO18",13,28,"EO08",22,94649.1,FALSE,FALSE,FALSE,"not connected"
2,"EO76",2,8,"EO29",8,94810,FALSE,FALSE,FALSE,"not connected"
19,"EO18",13,29,"EO08",23,94839.4,FALSE,FALSE,FALSE,"not connected"
16,"EO18",13,27,"EO08",21,94861.9,FALSE,FALSE,FALSE,"not connected"
18,"EO18",13,29,"EO08",23,95023,FALSE,FALSE,FALSE,"not connected"
25,"EO24",19,28,"EO08",22,95121.4,FALSE,FALSE,FALSE,"not connected"
6,"EO32",6,35,"EO26",27,95148.7,FALSE,FALSE,FALSE,"not connected"
17,"EO18",13,28,"EO08",22,95211.5,FALSE,FALSE,FALSE,"not connected"
15,"EO18",13,28,"EO08",22,95316.4,FALSE,FALSE,FALSE,"not connected"
22,"EO24",16,36,"EO26",28,95353.3,FALSE,FALSE,FALSE,"not connected"
25,"EO24",19,27,"EO08",21,95386.1,FALSE,FALSE,FALSE,"not connected"
17,"EO18",13,27,"EO08",21,95425.4,FALSE,FALSE,FALSE,"not connected"
22,"EO24",16,34,"EO26",26,95476.5,FALSE,FALSE,FALSE,"not connected"
21,"EO25",15,29,"EO08",23,95515.7,FALSE,FALSE,FALSE,"not connected"
15,"EO18",13,27,"EO08",21,95534.2,FALSE,FALSE,FALSE,"not connected"
19,"EO18",13,28,"EO08",22,95735,FALSE,FALSE,FALSE,"not connected"
18,"EO18",13,28,"EO08",22,95903.9,FALSE,FALSE,FALSE,"not connected"
22,"EO24",16,33,"EO26",26,95911.9,FALSE,FALSE,FALSE,"not connected"
19,"EO18",13,27,"EO08",21,95952.8,FALSE,FALSE,FALSE,"not connected"
23,"EO24",17,36,"EO26",28,96017.2,FALSE,FALSE,FALSE,"not connected"
18,"EO18",13,27,"EO08",21,96115.7,FALSE,FALSE,FALSE,"not connected"
20,"EO25",14,29,"EO08",23,96126.9,FALSE,FALSE,FALSE,"not connected"
23,"EO24",17,34,"EO26",26,96138.9,FALSE,FALSE,FALSE,"not connected"
24,"EO24",18,36,"EO26",28,96350.7,FALSE,FALSE,FALSE,"not connected"
21,"EO25",15,28,"EO08",22,96443,FALSE,FALSE,FALSE,"not connected"
24,"EO24",18,34,"EO26",26,96467.4,FALSE,FALSE,FALSE,"not connected"
22,"EO24",16,32,"EO26",25,96524,FALSE,FALSE,FALSE,"not connected"
23,"EO24",17,33,"EO26",26,96574.8,FALSE,FALSE,FALSE,"not connected"
21,"EO25",15,27,"EO08",21,96673.7,FALSE,FALSE,FALSE,"not connected"
16,"EO18",13,36,"EO26",28,96734.5,FALSE,FALSE,FALSE,"not connected"
16,"EO18",13,34,"EO26",26,96786,FALSE,FALSE,FALSE,"not connected"
24,"EO24",18,33,"EO26",26,96904.6,FALSE,FALSE,FALSE,"not connected"
20,"EO25",14,28,"EO08",22,97043.5,FALSE,FALSE,FALSE,"not connected"
22,"EO24",16,31,"EO26",25,97044.6,FALSE,FALSE,FALSE,"not connected"
25,"EO24",19,36,"EO26",28,97108.4,FALSE,FALSE,FALSE,"not connected"
23,"EO24",17,32,"EO26",25,97186.6,FALSE,FALSE,FALSE,"not connected"
25,"EO24",19,34,"EO26",26,97229.7,FALSE,FALSE,FALSE,"not connected"
16,"EO18",13,33,"EO26",26,97240.5,FALSE,FALSE,FALSE,"not connected"
20,"EO25",14,27,"EO08",21,97269.8,FALSE,FALSE,FALSE,"not connected"
17,"EO18",13,36,"EO26",28,97294.6,FALSE,FALSE,FALSE,"not connected"
17,"EO18",13,34,"EO26",26,97347.8,FALSE,FALSE,FALSE,"not connected"
15,"EO18",13,36,"EO26",28,97392.8,FALSE,FALSE,FALSE,"not connected"
15,"EO18",13,34,"EO26",26,97451,FALSE,FALSE,FALSE,"not connected"
24,"EO24",18,32,"EO26",25,97515.7,FALSE,FALSE,FALSE,"not connected"
1,"EO38",1,38,"EO61",30,97536.5,FALSE,FALSE,FALSE,"not connected"
25,"EO24",19,33,"EO26",26,97665.6,FALSE,FALSE,FALSE,"not connected"
23,"EO24",17,31,"EO26",25,97707.6,FALSE,FALSE,FALSE,"not connected"
17,"EO18",13,33,"EO26",26,97801.9,FALSE,FALSE,FALSE,"not connected"
22,"EO24",16,30,"EO26",24,97806.1,FALSE,FALSE,FALSE,"not connected"
19,"EO18",13,36,"EO26",28,97811.2,FALSE,FALSE,FALSE,"not connected"
16,"EO18",13,32,"EO26",25,97840.8,FALSE,FALSE,FALSE,"not connected"
19,"EO18",13,34,"EO26",26,97869.6,FALSE,FALSE,FALSE,"not connected"
15,"EO18",13,33,"EO26",26,97903.9,FALSE,FALSE,FALSE,"not connected"
18,"EO18",13,36,"EO26",28,97990.7,FALSE,FALSE,FALSE,"not connected"
24,"EO24",18,31,"EO26",25,98037.7,FALSE,FALSE,FALSE,"not connected"
18,"EO18",13,34,"EO26",26,98041.1,FALSE,FALSE,FALSE,"not connected"
25,"EO24",19,32,"EO26",25,98277.4,FALSE,FALSE,FALSE,"not connected"
19,"EO18",13,33,"EO26",26,98322.4,FALSE,FALSE,FALSE,"not connected"
16,"EO18",13,31,"EO26",25,98373.9,FALSE,FALSE,FALSE,"not connected"
